FSscore,KHscore,PPHHSIZE,PPINCIMP,SAVINGSRANGES,agecat,PPEDUC,EMPLOY,FWBscore
34,-0.57,2,9,4,4,3,2,46
42,-0.188,2,8,7,5,2,2,63
53,0.242,2,9,7,4,3,4,55
49,0.242,2,7,7,7,5,8,87
42,-0.57,5,8,5,3,4,3,54
42,-1.485,5,7,1,3,2,2,49
79,-0.57,2,2,7,8,3,8,61
51,0.242,2,9,5,3,5,2,60
56,1.267,2,7,6,8,5,8,61
54,-0.188,1,4,5,6,4,8,54
43,0.242,2,2,6,7,2,8,59
46,-0.909,3,1,3,2,2,2,39
60,0.712,2,9,7,5,4,2,73
37,-0.57,3,7,4,2,4,2,40
57,0.712,4,9,6,2,4,1,61
56,-0.909,3,7,4,1,2,5,54
40,0.242,1,7,5,8,5,8,40
50,0.712,3,7,6,2,2,4,71
50,-0.188,2,8,6,3,3,2,62
49,-0.188,2,7,4,2,4,3,60
35,-0.188,2,2,2,4,4,2,45
43,-0.188,3,9,5,7,3,8,48
31,-0.57,1,3,5,8,2,8,38
45,-0.57,3,8,6,4,2,2,64
39,0.712,5,9,3,4,4,3,45
55,0.712,2,8,6,6,5,8,66
54,0.242,2,8,3,2,4,2,57
66,-0.188,2,2,4,1,3,5,57
13,-0.57,5,1,1,2,3,5,34
51,-0.188,3,3,3,2,3,2,54
48,1.267,2,7,6,5,3,8,61
47,-0.909,4,6,5,1,2,2,47
48,-0.188,2,7,3,2,3,2,41
36,-0.57,4,6,2,2,3,5,40
44,-0.57,3,5,3,1,3,5,43
43,0.712,2,9,7,3,5,2,58
85,1.267,4,9,6,5,5,2,86
46,-0.188,3,9,5,2,4,2,62
35,-1.215,3,3,1,2,1,3,43
65,-0.188,1,4,1,3,3,2,65
51,0.242,3,9,5,2,5,2,64
31,-0.57,3,8,3,3,4,2,39
56,0.712,2,5,2,2,3,2,61
42,-0.909,3,8,3,3,2,2,49
54,-1.713,2,7,2,5,4,2,34
39,-0.188,1,2,5,5,2,1,40
44,0.712,4,5,6,3,5,2,56
56,0.242,2,8,5,3,5,2,60
43,-0.57,2,6,6,2,4,7,37
56,-0.57,2,7,7,4,5,1,53
41,-0.57,4,3,1,6,3,8,52
46,0.242,5,8,4,4,3,2,54
43,0.712,2,3,3,7,2,8,53
58,0.712,3,8,4,1,3,3,57
60,0.242,4,3,5,3,2,4,63
48,-0.57,2,4,7,8,2,8,88
57,-1.713,2,1,1,4,1,8,45
45,0.242,2,6,6,3,3,1,63
38,0.242,5,7,1,3,5,3,40
48,-1.215,5,2,4,1,3,3,55
58,0.712,3,4,5,2,3,2,51
57,0.712,2,8,7,7,4,8,82
52,0.242,2,7,7,8,2,8,67
56,0.242,2,4,4,2,4,3,62
47,0.242,2,6,4,5,3,2,46
33,-0.909,5,6,4,4,1,4,47
61,1.267,2,3,7,7,2,8,77
56,-0.909,2,6,6,4,5,2,62
47,-0.188,4,7,6,3,3,2,67
34,0.242,3,7,4,4,3,2,47
60,-0.188,2,5,5,7,3,8,62
35,0.712,5,8,4,3,3,4,49
47,-0.188,1,7,5,6,3,2,64
41,0.242,2,3,4,3,4,2,40
41,-0.909,2,6,4,2,5,2,50
67,0.712,4,9,6,3,4,2,72
49,1.267,1,7,5,6,4,8,55
61,0.242,2,8,6,5,4,2,64
53,1.267,4,9,5,1,3,5,61
38,-0.57,1,3,4,5,2,3,57
40,0.242,2,5,2,6,3,6,45
52,0.712,3,8,5,4,3,1,56
78,-0.188,3,9,5,1,3,5,59
69,0.712,3,9,6,4,5,2,68
62,-0.57,4,9,5,1,4,2,56
49,0.712,4,9,4,5,5,2,67
53,0.242,5,3,7,4,2,2,59
58,-0.188,5,6,5,4,1,2,56
52,-0.57,2,9,5,2,5,2,60
52,0.242,2,9,7,2,4,2,63
29,-1.713,2,5,2,4,2,2,30
46,0.242,5,4,3,3,4,2,43
46,0.242,1,2,4,5,3,6,41
36,0.712,4,8,5,3,4,2,70
73,-1.215,2,7,5,6,3,8,85
50,-1.215,3,7,6,5,3,2,64
41,0.242,1,3,1,4,3,6,50
45,0.712,1,6,4,4,3,2,59
60,-0.188,2,8,7,5,2,4,74
56,0.242,1,8,6,3,4,1,61
51,1.267,2,8,4,2,4,2,52
46,0.242,2,8,7,3,3,2,59
53,0.242,2,3,6,6,4,8,60
34,-0.57,3,1,1,3,3,6,14
50,1.267,2,9,6,2,4,2,63
39,0.712,4,3,4,3,4,1,42
60,-0.188,2,9,7,2,4,2,71
45,0.242,4,9,4,4,5,2,48
46,-0.909,4,2,2,4,3,3,37
52,1.267,2,7,7,7,5,8,65
61,0.242,1,3,5,4,3,2,61
42,-0.188,2,5,5,2,5,2,70
44,0.712,2,6,6,6,2,8,67
47,-1.215,5,4,2,3,1,2,58
53,1.267,2,7,5,3,5,2,64
52,-0.188,5,9,6,2,4,2,68
50,0.712,1,6,4,8,5,8,49
42,-1.215,5,3,4,5,4,2,48
56,1.267,4,8,7,6,4,8,79
72,0.242,1,2,5,3,5,1,39
74,1.267,4,8,5,2,5,2,72
48,0.242,4,8,3,5,4,4,39
68,-1.215,2,1,1,5,3,6,42
45,-1.713,1,1,1,2,3,5,38
43,-0.909,3,9,5,2,5,2,61
43,-0.57,4,8,5,3,3,2,48
53,0.242,2,3,4,6,3,4,61
36,0.712,2,3,2,6,2,6,36
31,0.242,2,6,4,5,2,2,50
70,0.712,2,7,6,7,3,8,67
52,-0.57,4,6,5,2,2,4,52
52,-0.188,2,7,5,8,5,8,58
35,-0.909,2,1,3,4,1,1,26
52,0.712,2,8,6,6,4,8,70
49,1.267,4,8,6,4,4,2,53
45,0.242,4,5,4,3,5,2,47
46,-0.909,2,8,4,3,3,2,49
51,-0.909,3,6,5,2,3,2,63
57,0.712,5,8,5,3,5,2,71
57,-1.485,1,3,3,3,3,2,64
68,0.712,2,5,6,8,2,8,89
44,-0.57,2,3,5,6,2,8,49
51,0.242,5,9,4,4,4,2,61
52,0.242,3,8,7,4,4,3,58
56,1.267,5,8,7,4,5,2,61
49,0.712,2,8,6,6,4,8,63
45,-1.215,2,7,4,3,2,2,51
47,-1.485,4,9,2,2,3,3,49
52,0.242,5,1,3,3,3,2,14
55,-0.188,2,8,5,5,3,5,70
42,0.712,2,6,3,4,3,2,49
40,-0.188,3,1,1,3,1,2,37
62,0.712,2,6,5,5,2,2,68
46,0.242,2,7,6,2,4,2,63
48,-0.188,2,9,6,2,4,2,61
49,-0.188,3,1,6,4,3,3,55
49,0.242,3,8,4,2,3,2,61
69,-0.57,2,6,3,2,4,5,63
75,1.267,2,9,7,5,5,1,78
35,0.242,3,6,1,4,3,2,29
31,-1.215,3,6,6,2,2,3,56
76,-0.57,2,3,5,7,2,8,79
29,-0.909,2,6,5,6,3,8,56
50,0.242,2,9,7,2,5,2,65
67,0.712,1,2,6,4,2,3,48
55,0.712,4,8,4,4,3,2,48
50,-0.188,1,1,4,1,3,5,50
68,0.242,2,4,4,4,3,3,53
49,-0.57,2,2,4,6,2,8,53
64,-0.188,5,5,6,2,4,4,68
53,0.712,2,8,5,5,5,2,58
76,-0.188,3,8,5,2,2,2,57
64,-0.57,4,9,4,1,4,5,70
40,-0.57,4,2,2,3,2,2,37
61,-0.188,2,2,3,6,3,2,64
41,-0.909,5,5,3,4,3,1,49
68,-0.188,2,9,7,4,5,2,79
35,0.242,2,2,1,2,3,2,41
35,0.242,3,3,4,1,2,2,41
42,0.242,2,7,6,5,2,2,60
60,1.267,2,8,5,2,5,2,60
42,-1.215,3,7,2,1,2,5,42
14,-1.485,1,2,3,4,2,7,53
60,-0.188,2,9,6,3,5,7,65
42,-1.485,2,7,5,3,4,2,56
65,-0.57,3,7,2,3,2,6,46
74,1.267,4,9,5,3,5,2,60
65,1.267,4,9,7,3,4,2,78
41,-0.188,4,7,4,2,5,2,45
57,-0.188,2,9,7,2,4,2,66
42,0.242,4,8,5,3,3,2,49
54,0.712,2,8,5,6,4,8,68
53,0.242,1,1,4,4,2,6,34
23,-0.188,2,7,4,6,2,2,45
55,0.712,2,6,3,2,4,2,57
65,1.267,2,9,6,5,5,2,73
42,-1.485,2,1,3,2,4,5,31
42,0.712,1,3,5,6,4,2,58
85,-0.188,1,4,6,1,4,2,68
55,-0.188,2,4,5,2,5,2,49
31,-0.188,1,1,1,7,1,8,30
79,-1.9,5,1,3,2,2,2,52
51,-0.57,2,5,3,4,3,2,57
53,0.712,2,9,5,3,5,2,53
55,1.267,2,9,5,6,5,2,55
52,0.242,2,6,6,6,2,1,49
62,0.712,4,9,7,4,5,2,74
35,0.242,2,5,2,4,3,3,33
36,0.242,3,2,3,7,1,8,39
85,0.242,1,9,5,3,4,1,57
58,0.712,4,9,6,2,4,2,67
44,-0.57,2,3,2,4,3,2,40
50,-0.188,2,2,3,2,3,1,48
40,-0.57,2,2,4,6,2,8,44
39,0.712,3,9,4,1,4,2,51
55,-1.215,4,7,6,1,3,2,29
41,-0.57,4,1,1,2,1,7,29
44,0.712,3,7,4,2,4,2,33
48,0.242,2,9,5,6,3,7,63
56,0.242,5,6,5,1,2,3,39
75,0.242,2,9,7,6,2,2,95
57,0.242,3,8,5,2,4,2,62
64,0.242,5,8,1,1,3,5,66
54,0.242,5,8,5,3,2,3,59
57,0.712,3,9,5,2,4,2,59
56,0.712,4,8,4,3,5,4,57
66,1.267,3,8,7,6,5,3,74
18,-1.713,2,1,1,2,2,7,32
44,-1.215,2,2,3,3,3,6,50
41,-1.485,5,3,3,2,1,2,35
82,1.267,4,9,6,3,5,2,60
42,0.242,5,4,1,2,2,2,35
55,0.242,2,6,3,4,2,3,67
50,0.242,1,2,3,4,5,6,33
35,0.242,3,8,4,5,3,8,58
58,0.712,5,9,5,4,5,2,59
66,-0.188,1,8,5,7,4,8,61
58,1.267,4,9,5,4,4,2,62
62,0.712,4,8,6,4,2,1,68
65,0.242,3,5,5,6,5,7,38
28,-0.57,1,3,3,8,3,8,27
54,-0.57,4,6,5,3,3,2,58
42,-1.215,2,4,7,3,2,4,57
42,-0.57,2,8,4,3,5,2,55
31,-0.188,2,5,2,1,4,2,38
56,1.267,2,8,6,2,4,2,61
54,-0.57,2,5,3,8,2,8,59
36,0.242,5,9,5,3,4,3,52
42,-1.215,5,3,1,2,2,1,45
48,1.267,2,8,7,6,3,1,72
70,0.712,3,9,7,4,5,7,65
50,0.242,3,7,4,4,5,2,54
35,-0.57,4,3,2,2,3,1,35
67,0.712,1,4,4,6,5,2,63
74,-1.215,4,7,2,2,2,2,37
65,0.712,4,8,5,1,3,5,63
60,-0.57,2,7,7,6,4,8,72
45,-0.57,2,6,4,2,4,2,29
52,0.242,3,8,4,4,3,3,35
76,-0.57,2,6,3,6,3,3,80
52,0.712,5,9,5,4,4,1,57
47,-1.485,5,1,1,2,2,7,38
56,0.712,2,7,5,2,5,2,53
42,0.242,2,6,4,3,2,2,54
51,0.242,3,8,6,4,3,2,64
73,-0.188,2,4,6,6,4,8,86
61,1.267,1,7,5,7,4,8,68
23,-0.57,2,1,4,8,2,8,34
56,0.242,1,2,7,7,5,8,62
43,-0.188,2,1,7,4,1,7,67
36,-1.713,5,2,3,1,3,5,52
59,0.712,3,9,7,3,5,2,48
67,0.712,4,7,6,3,2,2,60
60,-0.57,1,2,6,8,2,8,46
58,0.712,5,8,5,3,3,2,59
51,1.267,2,9,7,8,5,8,72
43,-0.188,3,5,3,1,3,5,42
55,0.712,1,2,4,8,4,7,47
37,-0.57,1,2,5,8,2,8,48
39,-0.57,3,8,3,3,3,2,37
72,0.712,5,4,5,2,4,2,62
56,1.267,2,5,7,8,2,8,65
50,-0.57,2,5,4,2,4,2,56
50,-0.188,2,7,5,7,4,1,47
32,-0.57,5,3,1,2,2,2,39
50,-0.57,1,3,5,7,2,3,54
44,-0.909,1,1,1,6,2,8,58
55,0.242,2,8,7,8,4,8,69
82,0.712,2,5,7,6,3,8,79
51,-1.485,3,9,3,2,5,2,42
46,1.267,2,8,7,6,5,8,61
46,0.712,4,6,6,1,4,2,60
42,-0.188,3,7,5,5,3,3,56
43,-0.57,2,4,2,1,2,2,48
43,0.712,3,5,5,3,5,6,51
49,-0.188,2,7,5,3,2,3,75
47,-1.713,1,1,1,4,1,6,24
67,0.242,2,9,5,4,3,2,66
60,-0.57,2,8,3,4,4,2,66
44,0.712,4,8,4,3,5,2,59
52,-0.188,2,2,3,7,2,8,61
47,0.242,3,5,5,4,3,2,54
65,-0.57,3,8,7,5,4,8,52
40,-0.909,1,1,1,5,1,6,48
33,-1.485,2,7,4,7,2,8,40
54,1.267,2,9,6,6,5,1,61
47,-0.909,5,3,5,1,3,2,61
53,0.712,2,9,5,7,5,8,71
48,0.242,5,8,5,2,3,4,63
78,-0.188,2,4,4,2,4,2,78
68,0.712,2,9,4,4,4,2,55
30,-0.57,2,2,2,1,3,7,56
47,0.242,2,3,4,7,4,1,40
29,0.712,5,7,4,3,2,2,39
57,-0.57,3,5,4,1,2,5,52
38,-1.485,2,2,2,1,2,3,38
54,0.712,5,8,4,3,5,2,60
77,-0.188,3,8,5,4,2,4,67
51,1.267,3,9,5,4,5,2,62
47,0.242,4,6,3,2,2,2,40
39,-0.909,2,8,4,4,2,2,42
47,0.242,2,7,6,6,3,3,61
45,0.242,2,8,5,7,5,8,61
64,-0.57,1,2,6,7,2,8,78
42,0.712,4,8,4,4,4,7,45
78,1.267,1,4,4,5,4,8,75
60,0.712,2,7,7,7,4,8,73
31,-0.909,2,3,2,4,2,4,47
45,0.242,2,5,5,4,4,2,43
43,-0.57,3,5,3,5,2,2,38
49,1.267,5,7,4,5,3,2,42
68,1.267,2,8,7,5,3,8,72
56,0.712,2,7,7,6,4,8,65
54,0.242,3,8,5,6,4,2,45
44,-0.188,3,2,5,4,1,3,52
71,-1.713,4,9,4,3,2,3,36
50,0.712,1,1,6,1,4,2,56
56,0.242,4,7,5,4,4,3,49
35,-0.57,2,5,6,7,3,8,58
28,-0.188,2,3,4,8,1,8,47
41,0.242,2,3,4,2,4,2,49
56,1.267,4,9,5,1,3,5,46
46,0.242,1,6,4,7,5,3,53
50,0.242,1,3,3,6,5,1,49
41,1.267,3,8,3,2,4,3,49
68,0.242,2,9,6,8,5,8,95
63,0.712,5,9,7,4,3,4,56
49,0.712,2,7,6,6,2,8,68
42,-0.188,4,5,5,1,3,2,49
31,-0.188,2,4,3,5,1,4,37
43,0.242,3,5,3,4,5,2,51
66,0.712,5,6,5,4,5,2,44
27,-0.57,2,1,2,3,1,1,35
56,0.242,2,3,6,8,2,8,65
60,0.712,3,4,7,6,2,8,65
81,-0.57,5,9,4,5,5,8,52
76,0.712,4,7,6,6,3,8,72
45,0.242,2,5,4,6,3,8,59
52,0.712,2,5,5,8,3,8,68
60,-0.188,5,8,5,4,4,2,59
44,-0.909,2,8,5,3,4,2,46
52,0.242,3,9,7,5,4,4,83
33,-0.188,1,5,4,5,3,2,54
71,0.242,1,5,5,4,3,2,64
52,0.712,2,7,7,5,3,3,65
47,0.712,3,8,6,2,4,2,67
45,0.242,2,3,5,2,3,5,55
34,0.712,2,5,4,8,2,8,62
42,-1.9,3,6,1,1,2,5,49
50,1.267,2,8,7,8,2,8,80
65,-1.215,4,1,1,2,2,7,67
23,-0.188,1,4,1,4,1,2,14
40,0.712,3,1,1,1,3,5,49
34,-1.215,5,8,1,2,2,2,27
40,-0.188,4,8,3,1,2,5,18
59,1.267,2,7,6,6,4,8,79
45,0.712,5,8,3,5,2,2,55
41,0.242,2,6,6,7,2,8,57
42,-1.215,4,6,6,1,3,5,51
57,0.242,5,8,5,6,2,8,77
42,-0.909,4,7,4,3,3,2,49
57,0.712,2,5,5,2,5,2,51
41,-1.215,3,4,1,1,2,3,44
65,0.712,2,8,7,5,3,2,64
59,-0.188,2,8,7,6,3,8,70
28,0.712,2,3,4,2,1,2,38
42,0.712,4,3,2,2,1,2,50
56,-0.188,3,8,4,2,4,2,51
57,-0.909,1,1,1,4,3,2,47
50,0.712,3,3,3,7,3,8,49
55,-0.188,3,5,5,8,3,8,59
44,0.242,3,7,4,6,3,4,48
56,0.242,2,9,6,6,5,8,77
75,0.242,5,7,6,3,3,2,75
60,1.267,2,8,7,4,5,2,70
51,0.242,1,8,7,6,5,8,62
40,-0.188,2,5,5,6,2,8,56
50,0.712,2,6,7,6,3,2,63
76,0.242,4,8,6,5,5,2,80
76,-0.57,1,1,2,6,3,8,51
85,-0.188,2,5,7,8,4,8,85
58,0.712,2,9,7,6,5,1,84
43,0.242,5,6,4,4,4,2,46
42,-0.188,1,4,6,6,5,8,61
45,0.712,2,8,7,8,3,8,65
36,0.712,4,8,6,5,4,4,42
42,0.242,3,7,5,7,5,8,52
58,1.267,2,9,5,5,3,7,40
49,-0.57,1,5,4,2,5,2,47
34,-1.215,1,7,4,1,3,5,57
49,-0.57,1,5,3,4,3,2,53
26,-0.909,4,7,4,7,2,8,51
54,0.242,2,3,5,6,2,8,73
39,-0.188,3,1,3,8,1,8,48
36,1.267,2,3,6,7,2,8,66
51,-0.188,2,8,7,8,2,8,86
47,0.712,4,8,5,6,3,7,77
46,1.267,3,8,5,4,4,2,52
52,-0.188,3,1,2,2,3,1,56
45,0.242,2,7,4,5,5,2,54
49,0.242,4,5,4,3,5,2,50
38,-1.485,4,1,3,4,1,1,49
45,0.712,5,8,3,2,4,4,32
47,-0.57,3,9,3,6,4,8,44
54,-0.57,4,1,2,3,2,6,44
38,-0.188,2,8,6,6,3,1,51
43,-0.57,2,1,3,8,3,8,47
56,1.267,2,7,4,7,4,8,69
53,0.242,2,5,7,8,2,8,74
38,-0.57,2,4,3,6,2,8,42
53,0.712,2,8,7,5,5,1,66
76,0.712,2,7,6,4,4,2,68
52,-0.909,2,2,3,4,2,6,39
62,0.712,1,2,2,8,2,8,23
60,1.267,4,9,7,5,4,4,58
51,1.267,1,6,5,6,5,2,59
45,0.242,2,9,7,6,5,8,51
50,0.712,1,5,7,3,5,2,65
48,-0.188,1,7,2,4,3,2,43
85,1.267,4,9,7,5,4,1,76
33,0.242,3,7,3,2,3,7,24
56,0.712,3,8,5,2,4,2,51
45,0.712,2,8,6,5,3,2,54
50,-0.188,1,1,4,2,4,2,58
65,-0.188,4,1,1,4,2,1,22
51,0.712,3,6,6,8,2,8,82
52,-0.57,5,8,4,1,3,3,61
42,-0.57,2,1,2,2,2,1,53
37,-0.188,1,1,1,2,3,2,43
70,-0.188,3,8,4,2,4,2,68
62,0.242,1,9,7,6,5,8,82
48,-0.188,3,9,6,2,4,2,62
18,-0.57,1,1,2,5,2,3,46
45,-0.188,3,6,4,5,3,2,47
52,-1.485,3,1,3,1,2,3,46
48,-0.57,3,5,6,5,2,2,49
29,-0.188,2,5,2,6,2,3,38
53,0.242,2,8,6,2,4,2,54
30,-0.909,5,3,2,3,1,4,50
53,-0.188,1,1,2,4,3,6,34
44,0.242,1,1,4,8,2,8,49
55,-1.485,2,1,6,8,1,4,49
47,0.712,2,7,3,4,3,2,36
85,0.712,1,6,5,2,4,2,86
16,-0.909,2,1,1,4,2,6,21
44,0.242,2,9,5,5,3,4,56
42,-0.188,2,3,3,6,5,1,55
54,0.712,2,8,5,5,3,2,54
58,1.267,4,9,6,4,5,2,65
66,0.712,1,7,6,5,3,2,68
40,-0.188,2,5,5,2,4,2,40
57,0.242,4,8,5,3,5,3,66
43,1.267,2,5,3,6,2,8,53
38,-0.909,1,2,1,3,1,4,42
36,-0.188,5,7,1,3,5,2,28
48,-0.188,4,7,5,3,2,2,70
40,0.242,2,3,5,6,2,8,42
39,-0.188,2,5,4,8,2,8,38
47,0.712,2,8,6,8,4,8,66
67,1.267,2,7,7,5,5,1,66
47,0.712,2,8,4,5,5,2,49
57,0.712,2,7,4,6,3,8,85
52,1.267,1,5,5,7,5,8,54
61,1.267,2,6,7,6,3,8,79
44,-0.909,2,1,3,5,2,6,41
68,1.267,5,8,7,4,4,2,66
30,-0.57,5,2,1,3,1,7,25
55,0.242,3,4,4,2,5,2,27
60,1.267,3,9,7,5,5,2,57
43,-0.188,2,7,5,6,3,2,56
57,-1.485,2,2,6,8,2,8,81
50,0.712,2,9,7,6,4,2,76
48,-0.188,4,6,3,3,1,2,54
55,0.712,2,6,6,7,3,2,56
44,0.712,3,5,4,6,3,8,55
45,0.712,2,9,7,7,2,8,65
33,-0.188,1,5,5,4,2,2,50
42,0.712,3,9,4,1,4,2,46
29,-0.188,2,7,3,3,3,2,40
37,0.242,2,2,4,8,2,8,43
55,1.267,3,9,6,4,5,2,78
54,-0.188,4,9,6,4,3,2,55
58,-0.188,3,4,4,6,2,2,53
27,-1.485,1,1,3,7,2,8,32
69,1.267,2,8,7,4,4,1,73
56,-0.188,5,7,2,3,4,2,40
55,-0.188,2,7,5,8,5,1,71
59,1.267,2,6,6,6,3,8,72
42,-1.215,5,8,4,4,4,2,44
42,0.712,1,6,4,3,3,2,64
5,-0.57,2,1,1,2,1,1,28
43,0.242,1,3,2,2,4,2,37
58,0.242,2,7,6,4,5,3,65
51,-0.188,1,8,7,8,5,8,64
37,-0.57,4,8,3,4,4,2,46
40,-0.188,2,5,3,8,2,8,50
47,-0.57,2,8,5,5,3,8,51
41,0.712,1,7,7,8,5,8,72
48,0.242,2,7,5,5,4,8,54
79,0.712,3,9,7,6,5,8,76
37,-0.909,2,2,1,6,1,8,41
42,0.242,2,6,7,8,2,8,68
63,0.712,2,9,6,4,4,2,72
67,0.242,2,9,7,7,3,8,88
76,-0.188,4,7,7,5,4,3,63
53,-0.909,2,3,4,1,4,2,47
35,-0.188,5,2,4,3,3,4,53
55,0.712,3,2,5,2,5,4,54
38,-0.57,1,2,4,8,2,8,54
40,-0.57,1,3,4,5,3,6,33
33,0.712,3,5,1,2,4,7,46
49,0.242,2,9,5,7,5,8,68
46,0.712,1,8,7,5,4,2,52
14,-0.57,5,7,2,4,2,3,14
85,0.712,4,9,4,7,3,8,95
53,-0.57,5,7,4,1,1,5,58
29,-1.215,1,1,2,4,2,7,54
53,1.267,3,8,3,5,3,2,43
30,0.712,2,3,7,8,3,3,67
32,-0.909,2,4,2,6,3,2,46
71,0.242,2,9,7,5,4,2,86
67,1.267,2,9,6,7,4,8,76
38,0.712,2,6,7,6,3,8,59
34,0.712,2,8,2,5,3,2,25
49,0.712,2,8,5,2,5,2,64
57,-0.188,3,8,5,1,4,2,53
30,0.242,2,8,3,2,4,2,39
47,0.242,1,3,3,6,3,2,57
47,-0.909,4,7,5,1,3,5,81
39,-1.215,1,3,4,6,3,3,54
53,1.267,5,6,5,2,4,2,49
59,-0.57,3,4,2,1,3,5,52
81,0.712,3,6,6,2,4,2,72
61,0.242,2,6,3,6,3,6,59
41,-0.188,2,7,4,4,4,2,59
39,1.267,2,8,3,6,4,8,64
42,-1.9,2,6,1,2,3,4,49
49,-0.57,3,3,1,3,1,4,52
47,0.712,2,6,6,6,3,8,62
51,0.712,2,9,7,4,5,2,67
42,-0.57,1,8,7,7,3,8,56
42,-1.215,4,9,4,1,4,5,47
50,-0.909,1,5,4,4,4,2,60
46,-0.909,1,9,6,5,5,1,57
60,0.712,2,8,7,6,5,8,85
40,0.712,2,7,6,2,5,2,48
47,0.712,5,8,6,3,4,2,61
45,-1.215,5,4,3,1,3,5,57
42,-0.57,4,2,2,3,2,3,46
44,0.242,2,5,4,3,3,7,48
60,0.712,4,9,5,2,4,2,69
43,0.242,1,6,7,8,5,8,55
52,-0.57,2,2,6,6,3,8,56
49,0.712,3,8,4,5,4,2,59
56,-0.188,2,5,6,8,3,8,64
53,-0.909,4,1,1,2,2,2,40
62,-0.188,4,3,3,3,3,4,36
44,-0.909,4,9,5,3,5,2,58
51,1.267,3,7,6,5,5,2,65
42,1.267,5,5,3,1,4,2,36
71,-1.485,2,6,5,1,3,5,86
42,-1.713,4,2,1,2,3,7,49
45,-1.215,1,1,3,2,2,2,30
36,-0.909,2,2,2,2,3,6,33
34,-0.188,4,9,3,2,4,2,43
60,-0.57,3,5,1,3,2,2,48
58,-0.57,2,8,6,4,4,2,70
38,-0.57,2,4,3,7,5,8,48
54,-0.188,1,7,6,4,3,2,69
30,-0.188,3,2,1,2,3,7,34
35,1.267,3,8,7,4,5,2,49
68,-0.188,2,6,5,6,3,1,56
43,-1.713,3,1,5,1,3,7,51
41,-0.909,2,8,4,8,2,1,57
45,-0.57,3,5,6,4,1,1,58
47,0.712,1,9,6,8,5,8,83
78,1.267,2,8,5,4,5,2,79
77,0.712,5,8,4,5,3,2,22
46,-1.215,2,7,3,4,2,2,50
48,-0.57,5,7,1,6,3,8,40
56,-0.909,4,5,5,6,3,2,43
50,0.242,2,2,1,4,2,6,35
31,-0.188,4,8,3,4,5,2,50
51,-0.57,2,6,4,6,5,8,55
27,-1.215,4,1,2,2,2,5,34
54,0.242,3,8,5,3,4,2,63
53,0.242,2,8,7,5,2,2,65
57,0.242,2,8,5,5,3,8,59
51,-0.188,2,7,4,2,3,2,41
38,-0.188,5,9,4,3,2,4,53
46,0.242,5,3,4,3,3,4,49
57,-0.909,2,7,4,4,2,8,70
43,-0.57,2,9,1,6,2,1,44
48,-0.188,4,7,1,4,2,2,47
64,0.242,3,9,7,4,4,1,70
56,0.242,2,7,4,3,4,2,48
56,-1.485,4,2,1,7,3,6,55
46,0.242,5,6,3,2,2,4,49
77,1.267,2,9,6,2,5,2,65
38,0.712,1,1,7,6,4,8,69
35,1.267,1,5,4,5,3,2,43
47,-0.57,2,4,5,2,1,3,75
44,-0.909,2,6,2,6,2,8,65
60,-0.188,5,7,5,4,3,2,58
52,-0.188,4,9,7,3,5,2,62
22,-0.909,1,1,3,8,1,8,39
69,0.242,2,6,5,3,2,4,55
42,-1.485,1,8,1,3,4,2,42
41,0.712,2,6,4,8,2,8,65
85,-0.909,5,8,5,2,3,2,66
50,-0.909,3,7,3,2,3,7,41
53,-0.188,2,9,5,5,3,1,62
68,-0.188,4,5,6,7,2,3,63
70,0.712,4,7,7,4,4,2,74
41,-1.215,5,5,1,4,3,2,47
47,-0.188,5,8,5,2,4,4,59
56,-0.909,5,9,6,2,4,2,54
53,-0.188,1,5,3,2,5,2,44
75,1.267,1,7,6,6,5,1,69
60,-0.57,5,8,5,4,5,2,59
45,1.267,2,9,7,6,5,2,57
51,-0.188,3,8,5,4,4,2,55
49,-1.713,1,1,4,7,1,8,51
82,-0.188,2,9,6,4,5,2,65
55,0.712,2,6,6,6,4,8,61
57,-0.909,1,4,5,8,3,1,53
61,-0.57,2,6,7,6,2,8,78
85,1.267,2,9,6,6,4,2,95
52,-0.188,3,3,5,5,2,2,71
45,-0.909,2,6,4,2,3,2,45
62,0.712,1,5,3,3,4,2,58
43,0.712,4,4,3,3,5,2,58
55,0.712,2,9,5,3,5,2,54
58,0.712,5,9,4,4,4,2,66
44,1.267,4,6,4,2,3,4,37
39,-1.215,1,7,3,2,1,5,45
79,-1.485,1,1,1,5,2,8,58
16,-0.188,3,2,1,4,1,6,54
57,0.242,1,3,6,6,1,2,35
32,-0.188,1,5,2,5,3,2,44
65,-0.188,2,8,6,6,4,3,74
58,0.712,3,8,4,6,5,8,55
56,0.712,2,9,5,6,4,4,75
28,-0.909,4,1,1,4,1,6,25
61,-0.188,2,8,7,6,5,8,60
49,0.242,5,8,4,4,4,4,43
45,-1.713,2,1,1,2,2,7,51
44,-1.215,4,8,5,6,2,3,58
37,-1.215,2,8,4,2,5,2,46
66,0.712,2,7,7,8,3,8,73
43,-0.57,3,7,4,4,2,2,52
64,0.242,4,9,5,2,5,2,75
56,0.712,1,5,6,6,3,8,73
24,-1.485,3,1,1,2,3,6,37
54,0.242,5,4,5,1,2,1,62
43,-0.909,2,2,4,4,2,2,44
52,0.242,4,8,5,2,4,3,50
74,1.267,1,6,5,6,4,8,95
56,0.242,2,7,4,2,4,2,57
85,0.712,5,9,6,4,5,2,70
